inTp,inHd,measDtStr,otmsuplyqy,acSlrdQy,frmhsId,cunt,ph,outTp,outWs,daysuplyqy,inCo2,ec
19.6,67,20180503080000 ,0,0,25,0,0,13.35,3.625,0,274.5,0
21.225,61.125,20180503090000 ,0,0,25,0,0,14.325,4.025,0,276,0
21.7,57.55,20180503100000 ,0,0,25,0,0,14.4,5.05,0,279,0
27.375,75.675,20180503110000 ,0,0,25,0,0,13.9,6.225,0,177.5,0
24.4,75.875,20180503120000 ,0,0,25,0,0,13.375,6.25,0,204,0
24.575,79.1,20180503130000 ,0,0,25,0,0,13.9,5.7,0,193.25,0
26.3,70.575,20180503140000 ,0,0,25,0,0,13.7,5.9,0,222.25,0
25.15,60.475,20180503150000 ,0,0,25,0,0,14.1,5,0,263,0
24.65,59.5,20180503160000 ,0,0,25,0,0,13.825,5.2,0,263.5,0
22.6,67.25,20180503170000 ,0,0,25,0,0,12.55,5.725,0,257.5,0
20.5,77.85,20180503180000 ,0,0,25,0,0,11.45,4.625,0,241.5,0
18.7,81.3,20180503190000 ,0,0,25,0,0,10.95,2.6,0,284.25,0
17.325,72.175,20180503200000 ,0,0,25,0,0,10.875,2.8,0,319,0
16.35,76.4,20180503210000 ,0,0,25,0,0,9.95,1.25,0,332.25,0
16.525,79.45,20180503220000 ,0,0,25,0,0,9.375,0.6,0,346.5,0
16.15,78.9,20180503230000 ,48.695,1999,25,32.83333333,5.736758207,8.825,0.15,0,350.25,2.441003788
15.825,79.4,20180504000000 ,0,0,25,0,0,8.45,0.525,0,358,0
15.525,81.25,20180504010000 ,0,0,25,0,0,8.7,0.4,0,367.25,0
15.05,82.9,20180504020000 ,0,0,25,0,0,9.95,2.025,0,371.5,0
14.225,84.05,20180504030000 ,0,0,25,0,0,10.925,2.875,0,381.25,0
13.925,84.85,20180504040000 ,0,0,25,0,0,9.825,1.775,0,402.25,0
13.975,85.775,20180504050000 ,0,0,25,0,0,8.95,0.175,0,419,0
13.8,86.075,20180504060000 ,0,0,25,0,0,8.8,0,0,430.25,0
17.125,82.925,20180504070000 ,0,0,25,0,0,10.825,0.475,0,362,0
20.3,65.625,20180504080000 ,0,0,25,0,0,13.925,1.725,0,280,0
21.4,52.9,20180504090000 ,0,0,25,0,0,15.475,4.725,0,283.75,0
22.4,49.55,20180504100000 ,0,0,25,0,0,16.95,4.55,0,285.25,0
27.525,48.075,20180504110000 ,0,0,25,0,0,17.875,5.6,0,267.5,0
31.925,51.95,20180504120000 ,0,0,25,0,0,17.85,5.55,0,233.25,0
34.125,64.05,20180504130000 ,0,0,25,0,0,17.575,7.075,0,209.5,0
32.275,55.5,20180504140000 ,0,0,25,0,0,17.65,6.275,0,244.25,0
27.35,44.825,20180504150000 ,0,0,25,0,0,17.65,5.475,0,270,0
25.725,46.525,20180504160000 ,0,0,25,0,0,17.275,4.6,0,274.25,0
23.375,52.05,20180504170000 ,0,0,25,0,0,16.4,4.225,0,280.75,0
21.325,66.45,20180504180000 ,0,0,25,0,0,15.125,3.275,0,278.25,0
18.1,75.9,20180504190000 ,0,0,25,0,0,13.725,1.05,0,299.5,0
16.2,82.375,20180504200000 ,0,0,25,0,0,12.825,0.3,0,329.25,0
15.55,81.925,20180504210000 ,0,0,25,0,0,11.825,0.9,0,358.5,0
16.375,82.375,20180504220000 ,0,0,25,0,0,11.95,1.1,0,382.25,0
15.925,83.225,20180504230000 ,43.88833333,2610,25,21.83333333,5.927836257,10.325,0.375,0,392.25,2.387082771
15.95,83.075,20180505000000 ,0,0,25,0,0,9.75,0.2,0,413,0
15.75,82.125,20180505010000 ,0,0,25,0,0,9.125,0.45,0,425.5,0
15.375,82.75,20180505020000 ,0,0,25,0,0,9.625,0.35,0,443.25,0
15.15,83.175,20180505030000 ,0,0,25,0,0,8.7,0.625,0,460.25,0
14.875,83.125,20180505040000 ,0,0,25,0,0,7.375,0.15,0,476.75,0
14.6,84.3,20180505050000 ,0,0,25,0,0,6.95,0.025,0,495,0
14.5,85.275,20180505060000 ,0,0,25,0,0,8.55,0,0,503.75,0
17.85,78.7,20180505070000 ,0,0,25,0,0,13.3,1.175,0,401.5,0
19.725,55.275,20180505080000 ,0,0,25,0,0,16.6,3.025,0,291.5,0
21.4,52.2,20180505090000 ,0,0,25,0,0,18.525,3.5,0,288,0
23.575,50.9,20180505100000 ,0,0,25,0,0,20.45,2.8,0,286.5,0
25.825,47.475,20180505110000 ,0,0,25,0,0,22.1,3.125,0,282,0
27.25,45.675,20180505120000 ,0,0,25,0,0,23.225,2.475,0,283,0
27.2,44.15,20180505130000 ,0,0,25,0,0,23.925,2.75,0,281,0
27.475,42.825,20180505140000 ,0,0,25,0,0,24.7,2.9,0,281.25,0
27.725,40.625,20180505150000 ,0,0,25,0,0,24.425,3.925,0,282.5,0
26.75,50,20180505160000 ,0,0,25,0,0,23.05,4.75,0,282.5,0
24.725,53.025,20180505170000 ,0,0,25,0,0,22.6,3.675,0,285.25,0
23.175,54.1,20180505180000 ,0,0,25,0,0,22.15,2.65,0,290.75,0
20.575,66.4,20180505190000 ,0,0,25,0,0,20.4,1.35,0,305,0
19.1,70.75,20180505200000 ,0,0,25,0,0,19.425,2.175,0,311.25,0
19.275,68.975,20180505210000 ,0,0,25,0,0,19.6,1.825,0,310.25,0
19.025,71.575,20180505220000 ,0,0,25,0,0,19.15,1.2,0,312.75,0
18.925,71.475,20180505230000 ,47.46333333,2095,25,36.33333333,6.028628629,19.175,1.15,0,316.75,2.350900901
18.575,71.875,20180506000000 ,0,0,25,0,0,18.95,1.025,0,318.5,0
18,80.975,20180506010000 ,0,0,25,0,0,17.45,0.525,0,335.5,0
17.625,88.9,20180506020000 ,0,0,25,0,0,16.2,1.15,0,357.75,0
17.45,92.55,20180506030000 ,0,0,25,0,0,15.6,0.225,0,381.75,0
17.3,93.575,20180506040000 ,0,0,25,0,0,15.325,0.3,0,405.5,0
17.125,94.6,20180506050000 ,0,0,25,0,0,15.075,0.35,0,426.75,0
17.025,95.575,20180506060000 ,0,0,25,0,0,15.05,0.5,0,446,0
17.45,95.425,20180506070000 ,0,0,25,0,0,15.35,0.5,0,455.75,0
18.2,95.35,20180506080000 ,0,0,25,0,0,15.825,0.825,0,447,0
19.025,95.3,20180506090000 ,0,0,25,0,0,16.25,0.975,0,421,0
19.425,95.15,20180506100000 ,0,0,25,0,0,16.8,0.65,0,368.5,0
20.075,93.225,20180506110000 ,0,0,25,0,0,17.425,0.225,0,294.5,0
20.425,90.1,20180506120000 ,0,0,25,0,0,18.35,0.15,0,278.75,0
20.625,92.1,20180506130000 ,0,0,25,0,0,18.55,0.325,0,275.5,0
20.8,95.475,20180506140000 ,0,0,25,0,0,17.625,0.475,0,256.75,0
20.725,95.925,20180506150000 ,0,0,25,0,0,17.3,0.525,0,246.25,0
20.6,95.4,20180506160000 ,0,0,25,0,0,17.275,0.625,0,255,0
19.75,96.025,20180506170000 ,0,0,25,0,0,16.975,1.3,0,279.5,0
19.275,96.7,20180506180000 ,0,0,25,0,0,16.8,2.075,0,292.25,0
18.825,96.3,20180506190000 ,0,0,25,0,0,16.75,1.675,0,310.75,0
18.45,96.675,20180506200000 ,0,0,25,0,0,16.625,1.45,0,330.5,0
18.325,96.825,20180506210000 ,0,0,25,0,0,16.6,1.45,0,356.75,0
18.3,96.85,20180506220000 ,0,0,25,0,0,16.625,0.35,0,378,0
17.775,96.425,20180506230000 ,27.66666667,239,25,4,5.541666667,16.6,1.25,0,335,2.416666667
17.575,96.8,20180507000000 ,0,0,25,0,0,16.475,1.475,0,319,0
17.85,96.75,20180507010000 ,0,0,25,0,0,16.45,1.75,0,337.25,0
17.75,96.85,20180507020000 ,0,0,25,0,0,16.6,1.7,0,353,0
21.35,94.35,20180507110000 ,0,0,25,0,0,17.45,2,0,273.5,0
22.475,81.025,20180507120000 ,0,0,25,0,0,18.475,1.65,0,288.5,0
23.45,72.675,20180507130000 ,0,0,25,0,0,19.725,2.5,0,284,0
23.775,70.775,20180507140000 ,0,0,25,0,0,20.45,2.525,0,283.75,0
23.35,72.35,20180507150000 ,0,0,25,0,0,20.825,1.525,0,286,0
25.65,64.65,20180507160000 ,0,0,25,0,0,21.7,1.65,0,282.75,0
24.2,65.85,20180507170000 ,0,0,25,0,0,21.75,1.475,0,280.75,0
22.525,72.55,20180507180000 ,0,0,25,0,0,21.075,0.825,0,285.75,0
19.7,82,20180507190000 ,0,0,25,0,0,19.75,0,0,297.25,0
17.925,89.2,20180507200000 ,0,0,25,0,0,17.675,0.075,0,336.5,0
16.725,90.875,20180507210000 ,0,0,25,0,0,16.525,0.3,0,365.25,0
15.975,91.3,20180507220000 ,0,0,25,0,0,15.25,0,0,384,0
15.25,90.275,20180507230000 ,40.35333333,997,25,15.33333333,5.586309524,14.95,0,0,405,2.342261905
14.95,91.475,20180508000000 ,0,0,25,0,0,13.625,0,0,425.75,0
14.975,91.675,20180508010000 ,0,0,25,0,0,12.775,0,0,446,0
15.275,93.275,20180508020000 ,0,0,25,0,0,13.2,0.05,0,463.25,0
15.25,93.425,20180508030000 ,0,0,25,0,0,13.2,1.025,0,479.75,0
14.975,94.175,20180508040000 ,0,0,25,0,0,13.225,1.25,0,494.75,0
14.725,94.625,20180508050000 ,0,0,25,0,0,13,1.3,0,508.5,0
15,94.1,20180508060000 ,0,0,25,0,0,12.85,1.575,0,501,0
17.575,90.65,20180508070000 ,0,0,25,0,0,14.125,0.375,0,401,0
19.8,82.125,20180508080000 ,0,0,25,0,0,15.975,0.775,0,284.5,0
21.1,71.525,20180508090000 ,0,0,25,0,0,17.775,1.35,0,278.75,0
22.1,63.825,20180508100000 ,0,0,25,0,0,19,1.725,0,278.5,0
23.5,59.225,20180508110000 ,0,0,25,0,0,19.775,1.675,0,275.75,0
25.075,55.475,20180508120000 ,0,0,25,0,0,20.425,2.525,0,275.75,0
27.95,51.75,20180508130000 ,0,0,25,0,0,21.4,2.5,0,271.5,0
28.35,49.675,20180508140000 ,0,0,25,0,0,21.8,2.325,0,276.75,0
